potential,N,d,alpha_fit,beta_fit,lambda_alg,sigma_x,eta,ratio_h_mean,ratio_h_std,var_h_mean,d_max_h_sq_mean,n_close_estimate,scaling_exponent,n_qsd_samples
quadratic,200,2,1.0,0.5,1.0,0.1,0.1,0.06057089828549088,0.006218705998179469,0.9146839140781334,15.281040774216539,17605.702575909712,1.845109958920876,21
quadratic,200,2,1.0,1.0,1.0,0.1,0.1,0.05794145896359445,0.007324790734742176,0.8754331180382342,15.379865175047991,17723.170891098525,1.8463650769785755,21
quadratic,200,2,1.0,3.0,1.0,0.1,0.1,0.05898322342373514,0.0052711036196398595,0.9365856063862642,16.01822266223652,17661.199682048882,1.845703971181292,21
quadratic,200,2,1.0,10.0,1.0,0.1,0.1,0.05113304190152655,0.0065362681003962985,4.7417866843087335,94.8395440200101,18000.080353271933,1.8492911660598932,21
quadratic,200,2,3.0,0.1,1.0,0.1,0.1,0.06458590412166651,0.008200575541197248,0.8632147629700956,13.608271548688295,17462.676255741528,1.8435704056859015,21
quadratic,200,2,3.0,0.5,1.0,0.1,0.1,0.06468815067885433,0.008136411715652051,0.8666677670553327,13.582410805816655,17447.67617635543,1.8434082129580986,21
quadratic,200,2,3.0,1.0,1.0,0.1,0.1,0.06170459475327163,0.005526053713399046,0.809250799850339,13.23749363098573,17554.670627508876,1.8445620845238189,21
quadratic,200,2,3.0,3.0,1.0,0.1,0.1,0.05913240084948089,0.007765300552738045,0.8013519724564893,13.802277351811066,17677.62391080675,1.84587940970148,21
quadratic,200,2,3.0,10.0,1.0,0.1,0.1,0.0580877713618962,0.00769501032321601,0.9019880771991753,15.85590822026576,17724.537592753404,1.8463796308181,21
quadratic,200,2,10.0,0.1,1.0,0.1,0.1,0.06504127956917191,0.0055411251805293615,0.7858494000864171,12.153691180838939,17413.62722355375,1.8430395306447331,21
quadratic,200,2,10.0,0.5,1.0,0.1,0.1,0.06016403494900719,0.006748565008203282,0.7682753652777701,12.916260565946661,17620.749871512176,1.8452712021909323,21
quadratic,200,2,10.0,1.0,1.0,0.1,0.1,0.06475723507219132,0.006724731963774726,0.7974950359868151,12.428876570588054,17433.41232344676,1.8432538514994874,21
quadratic,200,2,10.0,3.0,1.0,0.1,0.1,0.06169575422573923,0.006807011253128125,0.787390546429725,12.938185991271252,17565.68487433729,1.8446804671424997,21
quadratic,200,2,10.0,10.0,1.0,0.1,0.1,0.05734873833976952,0.006922322448860556,0.7483439653934467,13.212114088809171,17734.370259405183,1.846484304620064,21
gaussian_4mode,50,2,0.1,0.1,1.0,0.1,0.1,0.17623983490318665,0.013915229626843603,50.89441904851368,289.62288289757714,810.6837196414475,1.7121264319368636,21
gaussian_4mode,50,2,0.1,0.5,1.0,0.1,0.1,0.16326789205977552,0.006009070555672502,51.35351305064701,314.85911215789173,842.2500646503848,1.7218909371696236,21
gaussian_4mode,50,2,0.1,1.0,1.0,0.1,0.1,0.13323283014470608,0.02234082180847024,61.23297978015173,472.9226263696908,926.3055076778829,1.7462075485378306,21
gaussian_4mode,50,2,0.1,3.0,1.0,0.1,0.1,0.16392679480226693,0.009441415895135231,65.32696263279233,400.162783200267,841.8725742662419,1.7217763434590538,21
gaussian_4mode,50,2,0.1,10.0,1.0,0.1,0.1,0.16390391204412275,0.01621237402717054,63.6107907806124,390.71805683866677,842.9878996680321,1.7221147714769947,21
gaussian_4mode,50,2,0.5,0.1,1.0,0.1,0.1,0.07910482874148392,0.012652495901045687,0.8556205865350508,10.986559370213877,1055.3028801594703,1.7795353159341432,21
gaussian_4mode,50,2,0.5,0.5,1.0,0.1,0.1,0.08105743338170604,0.01202081943745224,0.8935174680359307,11.242082255974035,1051.3007182096724,1.7785640437417256,21
gaussian_4mode,50,2,0.5,1.0,1.0,0.1,0.1,0.2099191029333062,0.00881781182357285,48.532802114884056,231.49161026896581,725.8686712393736,1.683877905552079,21
gaussian_4mode,50,2,0.5,3.0,1.0,0.1,0.1,0.1658465774630074,0.00717844091676733,44.59065599100931,269.25949841448863,835.9880872023314,1.7199833318691826,21
gaussian_4mode,50,2,0.5,10.0,1.0,0.1,0.1,0.16426153186891387,0.0062182314553855126,62.45219018345787,380.63295546768177,839.813563918006,1.7211503894900424,21
gaussian_4mode,50,2,1.0,0.1,1.0,0.1,0.1,0.08792339967232621,0.009744136816960316,0.7816652551382071,8.92602935444384,1031.0713968946748,1.7735973745891216,21
gaussian_4mode,50,2,1.0,0.5,1.0,0.1,0.1,0.19707374571000735,0.007044099134511377,22.914231835376647,116.38895451558793,757.8091402499077,1.6948856258951774,21
gaussian_4mode,50,2,1.0,1.0,1.0,0.1,0.1,0.08523144231170361,0.011385160605757998,18.505634197166987,217.0517456905877,1036.852276420444,1.775026561863779,21
gaussian_4mode,50,2,1.0,3.0,1.0,0.1,0.1,0.21974260194639442,0.004637774028094785,25.799756600743248,117.45815377011695,700.8734435917236,1.6749204502849535,21
gaussian_4mode,50,2,1.0,10.0,1.0,0.1,0.1,0.18145224918477995,0.010849436889461503,43.60634532145092,241.15271720784403,797.9384824444296,1.7080757182506159,21
gaussian_4mode,50,2,3.0,0.1,1.0,0.1,0.1,0.19098684748435574,0.002184575631654273,21.684989307607925,113.56224608878152,772.6188708293319,1.6998330188250839,21
gaussian_4mode,50,2,3.0,0.5,1.0,0.1,0.1,0.08622964099342335,0.013414807362877939,0.7626899002962524,9.045885613821282,1039.2163540264835,1.7756087305021593,21
gaussian_4mode,50,2,3.0,1.0,1.0,0.1,0.1,0.14544050540506875,0.002434833944704482,16.672443401245843,114.64692187633567,886.4393581532518,1.7349623731349084,21
gaussian_4mode,50,2,3.0,3.0,1.0,0.1,0.1,0.08131308914886315,0.012519477643477456,0.8524185940179796,10.785375474725184,1052.4133244096215,1.7788344292466507,21
gaussian_4mode,50,2,3.0,10.0,1.0,0.1,0.1,0.15530349114520542,0.008761088224381158,34.9844964657511,225.73970684312448,862.5571243646647,1.7279809879645476,21
gaussian_4mode,50,2,10.0,0.1,1.0,0.1,0.1,0.212045628082032,0.004990489557188405,24.242086437486467,114.39728763358919,720.2215642749089,1.6818814418273105,21
gaussian_4mode,50,2,10.0,0.5,1.0,0.1,0.1,0.21585752801539032,0.003210732405884534,46.58074274942989,215.84257510523508,710.4778189993422,1.678399569501088,21
gaussian_4mode,50,2,10.0,1.0,1.0,0.1,0.1,0.15091430701553818,0.0017799969638074113,32.641107063917886,216.3242179222965,872.7756261247347,1.7309914841148117,21
gaussian_4mode,50,2,10.0,3.0,1.0,0.1,0.1,0.09451870280326721,0.011820442434879147,0.7260434701595277,7.803586315568005,1017.4007050094758,1.7701854809472513,21
gaussian_4mode,50,2,10.0,10.0,1.0,0.1,0.1,0.08035329022918372,0.012607467211209446,0.7541589217171782,9.706443992198501,1055.7581843764488,1.7796455788515524,21
gaussian_4mode,100,2,0.1,0.1,1.0,0.1,0.1,0.15261467721330943,0.005535000379534426,47.17063444001334,309.4662803759258,3475.742352843335,1.7705237879611655,21
gaussian_4mode,100,2,0.1,0.5,1.0,0.1,0.1,0.12940201042654245,0.013658209795604441,60.68738688173748,474.74269800888567,3721.6783504777227,1.7853694180555006,21
gaussian_4mode,100,2,0.1,1.0,1.0,0.1,0.1,0.13500959690910014,0.007499050493484213,58.00678092241287,431.283582143364,3655.019960784626,1.781444876534073,21
gaussian_4mode,100,2,0.1,3.0,1.0,0.1,0.1,0.12329418078820986,0.006848136615477684,68.05984717607498,553.5844607837327,3770.5607364823827,1.788202970414752,21
gaussian_4mode,100,2,0.1,10.0,1.0,0.1,0.1,0.14080446798725077,0.0064653224987655826,84.74759909084865,602.5297076788755,3593.4701972236066,1.7777570236731877,21
gaussian_4mode,100,2,0.5,0.1,1.0,0.1,0.1,0.11755826828259504,0.010133922092355266,15.452056390898568,132.19993449604448,3831.1600569392936,1.791665148086747,21
gaussian_4mode,100,2,0.5,0.5,1.0,0.1,0.1,0.12619841132708928,0.0034153619704039404,15.672547326201485,124.30263224644462,3739.162072197408,1.7863871449247342,21
gaussian_4mode,100,2,0.5,1.0,1.0,0.1,0.1,0.18773558401464152,0.011212969349509638,48.12079932859966,257.3601191700402,3130.215377433603,1.7477871103088323,21
gaussian_4mode,100,2,0.5,3.0,1.0,0.1,0.1,0.1539340209691027,0.00799983314953358,53.45493462539854,348.28997291701387,3465.2175261406355,1.7698652511387518,21
gaussian_4mode,100,2,0.5,10.0,1.0,0.1,0.1,0.15726695598841367,0.009365689663196362,52.45877897171747,335.0671575195918,3434.380159486382,1.7679241832734163,21
gaussian_4mode,100,2,1.0,0.1,1.0,0.1,0.1,0.22297884233359713,0.003384829256244274,49.50105824073156,222.05310087130073,2770.7558216256675,1.7212991272012632,21
gaussian_4mode,100,2,1.0,0.5,1.0,0.1,0.1,0.16093759898261273,0.0032395450929370894,19.187003496147337,119.25739239208,3391.1266956880436,1.765172007866089,21
gaussian_4mode,100,2,1.0,1.0,1.0,0.1,0.1,0.20502096442112533,0.0029861827227081637,46.06566324120476,224.73693924098038,2950.2406948859625,1.734928724632564,21
gaussian_4mode,100,2,1.0,3.0,1.0,0.1,0.1,0.19632587836901744,0.008924029202552815,45.540450110321956,232.54471192861183,3041.647572519203,1.7415544460522754,21
gaussian_4mode,100,2,1.0,10.0,1.0,0.1,0.1,0.17105034138410322,0.012153586027935688,52.07241290807724,306.03354181886635,3298.4736706116482,1.759156510881919,21
gaussian_4mode,100,2,3.0,0.1,1.0,0.1,0.1,0.040106255014188304,0.0015280109138490698,4.684983531634013,116.838195564799,4599.019523625243,1.8313326266161893,21
gaussian_4mode,100,2,3.0,0.5,1.0,0.1,0.1,0.14879290530526773,0.0019775422585930147,32.54454336847578,218.76286309496723,3512.3369246475877,1.7727980846957443,21
gaussian_4mode,100,2,3.0,1.0,1.0,0.1,0.1,0.2287191568497378,0.002300161456851229,50.584821845803944,221.19218864524504,2713.0828102192404,1.7167315248705508,21
gaussian_4mode,100,2,3.0,3.0,1.0,0.1,0.1,0.06858139978039017,0.00892565919467001,0.7878178138995454,11.679516995769884,4325.470553118867,1.8180166798896447,21
gaussian_4mode,100,2,3.0,10.0,1.0,0.1,0.1,0.20204376955791192,0.0033705484802338597,45.54107841991243,225.47272370419424,2980.195667496375,1.7371223895086425,21
gaussian_4mode,100,2,10.0,0.1,1.0,0.1,0.1,0.18984548570248455,0.00234686084265702,41.59977703009333,219.15903973857917,3101.845259054108,1.7458100642411831,21
gaussian_4mode,100,2,10.0,0.5,1.0,0.1,0.1,0.19227348570785038,0.0025309994911149763,42.42666275444485,220.6939952728985,3077.579650412224,1.744104650832038,21
gaussian_4mode,100,2,10.0,1.0,1.0,0.1,0.1,0.22087440682201753,0.00951529425271524,49.93914903061731,226.5923641166886,2796.079791775328,1.723274780359653,21
gaussian_4mode,100,2,10.0,3.0,1.0,0.1,0.1,0.11963277827804195,0.0024339777141512892,25.994510693209513,217.29914179105995,3803.745358635422,1.7901057177182407,21
gaussian_4mode,100,2,10.0,10.0,1.0,0.1,0.1,0.17840111960035226,0.0020500840538466634,39.7047925619852,222.5883180100557,3216.2229843440623,1.7536730756217043,21
gaussian_4mode,200,2,0.1,0.1,1.0,0.1,0.1,0.13368848865459843,0.0049706159001937904,47.36199925059364,354.76734071530416,14659.936942887764,1.8105509750499615,21
gaussian_4mode,200,2,0.1,0.5,1.0,0.1,0.1,0.11100923978856575,0.01034412155942048,61.39829268058141,558.5951586113197,15603.378100646702,1.8223224557420206,21
gaussian_4mode,200,2,0.1,1.0,1.0,0.1,0.1,0.1181503528894364,0.007795381556261724,62.97179035629545,535.0674892332884,15292.42261034926,1.8185231393100907,21
gaussian_4mode,200,2,0.1,3.0,1.0,0.1,0.1,0.11334074826744582,0.007359032014733418,70.9157264998981,628.5840037618427,15487.27132249668,1.8209127715615323,21
gaussian_4mode,200,2,0.1,10.0,1.0,0.1,0.1,0.11523452921667617,0.005407515495081478,78.14094630877177,680.0598187538159,15403.878061670388,1.819893734521311,21
gaussian_4mode,200,2,0.5,0.1,1.0,0.1,0.1,0.186394433748699,0.007508201399001536,44.56051904530752,239.45451295238135,12556.328382222813,1.7813164856108714,21
gaussian_4mode,200,2,0.5,0.5,1.0,0.1,0.1,0.19313535384091723,0.0029632268411983334,44.898965631212505,232.51784220008943,12276.039514838532,1.7770556165717184,21
gaussian_4mode,200,2,0.5,1.0,1.0,0.1,0.1,0.18400173941003176,0.009068638885406086,45.59388293538775,248.43050586970432,12658.89142305243,1.7828518892024636,21
gaussian_4mode,200,2,0.5,3.0,1.0,0.1,0.1,0.12617779395088416,0.012626764146334733,52.48283298526491,421.1093183838949,15014.802029394172,1.8150652613209761,21
gaussian_4mode,200,2,0.5,10.0,1.0,0.1,0.1,0.13370228320272806,0.005312139046038329,56.5890957855043,423.8581108688196,14659.61893054177,1.8105468807597775,21
gaussian_4mode,200,2,1.0,0.1,1.0,0.1,0.1,0.1135021872667427,0.0032895223103695257,25.474459211031597,224.5123790095727,15461.371114873727,1.820596868546893,21
gaussian_4mode,200,2,1.0,0.5,1.0,0.1,0.1,0.15665132292152983,0.002644489832377072,19.401181995868683,123.88524633429043,13735.75705907166,1.7982610434280712,21
gaussian_4mode,200,2,1.0,1.0,1.0,0.1,0.1,0.16465046187535745,0.005235563746797744,37.49876577229727,227.93107742931858,13419.279863856978,1.7938615394544857,21
gaussian_4mode,200,2,1.0,3.0,1.0,0.1,0.1,0.19820657335423492,0.00521951365021815,47.257019224621004,238.5932944471047,12077.39356898017,1.7739765351532355,21
gaussian_4mode,200,2,1.0,10.0,1.0,0.1,0.1,0.14319827867986334,0.013206255047328388,50.98149952150526,358.5584527127705,14312.6149573894,1.8060255606122764,21
gaussian_4mode,200,2,3.0,0.1,1.0,0.1,0.1,0.18398718403095177,0.002659588234663374,41.31935455969402,224.62061080381432,12641.929979296028,1.782598831076459,21
gaussian_4mode,200,2,3.0,0.5,1.0,0.1,0.1,0.20702556271794445,0.0032158471726522176,46.57345760152454,225.0227220761984,11721.110264455236,1.7683249497774822,21
gaussian_4mode,200,2,3.0,1.0,1.0,0.1,0.1,0.14291211717469374,0.0015639026456521997,32.1696292076792,225.12931634301995,14284.239879507528,1.8056510096123453,21
gaussian_4mode,200,2,3.0,3.0,1.0,0.1,0.1,0.21910250560457156,0.003249659029961331,49.88982234966187,227.75552940498625,11238.004630667003,1.7603808791475244,21
gaussian_4mode,200,2,3.0,10.0,1.0,0.1,0.1,0.2195334295735358,0.003067497257364091,50.64702615567616,230.74950359913515,11220.431616847736,1.7600855142690892,21
gaussian_4mode,200,2,10.0,0.1,1.0,0.1,0.1,0.22365708815813004,0.002919698154035478,50.21302830321448,224.5488294340376,11055.303484810225,1.7572872482056885,21
gaussian_4mode,200,2,10.0,0.5,1.0,0.1,0.1,0.224784330536873,0.003086281657332867,50.63708062966665,225.3129505128212,11010.355949018529,1.7565183274154643,21
gaussian_4mode,200,2,10.0,1.0,1.0,0.1,0.1,0.19433756740421015,0.0023864301755598645,43.75612323624747,225.18613847759337,12227.563644535547,1.7763088441725932,21
gaussian_4mode,200,2,10.0,3.0,1.0,0.1,0.1,0.20505170232607045,0.0026380243241514983,45.92078765801021,223.98635999944096,11799.359986362593,1.7695807785571516,21
gaussian_4mode,200,2,10.0,10.0,1.0,0.1,0.1,0.2067744053249759,0.0026345371084884987,46.58532804250717,225.3336988892799,11730.42855602395,1.7684749379452989,21
rastrigin,50,2,0.1,0.1,1.0,0.1,0.1,0.08698733407440773,0.007999551982441533,5.377479337510609,62.42645598746152,1034.6474202143283,1.774482404943136,21
rastrigin,50,2,0.1,0.5,1.0,0.1,0.1,0.10157972410726097,0.007475555204105414,13.43428500209536,133.4724943589458,998.3697846020862,1.7653586708857678,21
rastrigin,50,2,0.1,1.0,1.0,0.1,0.1,0.13233629993059065,0.00717459290130807,38.4726128578186,290.761309206334,919.2079410184082,1.744241369767816,21
rastrigin,50,2,0.1,3.0,1.0,0.1,0.1,0.13347364245698742,0.009941092967644723,37.41254497142065,280.7676076786796,916.872673803624,1.7435911297907498,21
rastrigin,50,2,0.1,10.0,1.0,0.1,0.1,0.14026490324923716,0.007560742989223109,69.41692725817363,494.81784924846716,899.2804000320291,1.7386387755265649,21
rastrigin,50,2,0.5,0.1,1.0,0.1,0.1,0.07792907691906821,0.008828789590855137,0.9714009262887495,12.637490976306237,1057.833507436324,1.780147566872695,21
rastrigin,50,2,0.5,0.5,1.0,0.1,0.1,0.061672091427862084,0.008278095267786067,1.1406095865226926,19.016495371905556,1100.049974480603,1.7901507428211165,21
rastrigin,50,2,0.5,1.0,1.0,0.1,0.1,0.10356081989733495,0.020389603963276832,3.3313976497877213,34.24905078722128,1006.8255489411473,1.7675145646450978,21
rastrigin,50,2,0.5,3.0,1.0,0.1,0.1,0.08044645669225646,0.009103815023180813,10.838076967568625,136.54752449376434,1051.5695083497546,1.7786293913142592,21
rastrigin,50,2,0.5,10.0,1.0,0.1,0.1,0.1073698188953285,0.014502600934456569,20.506312401521775,193.05785461004595,984.4537931007508,1.7617705604063183,21
rastrigin,50,2,1.0,0.1,1.0,0.1,0.1,0.08362576612642045,0.014066960164057656,0.7767208833690911,9.53301242981248,1046.3075971295125,1.777347081461581,21
rastrigin,50,2,1.0,0.5,1.0,0.1,0.1,0.08808727463196223,0.009073386601810608,1.0764078199863434,12.347318782520992,1032.056364028173,1.7738414501212776,21
