potential,N,d,alpha_fit,beta_fit,lambda_alg,sigma_x,eta,ratio_h_mean,ratio_h_std,var_h_mean,d_max_h_sq_mean,n_close_estimate,scaling_exponent,n_qsd_samples
rastrigin,50,2,1.0,1.0,1.0,0.1,0.1,0.12370641405003494,0.01139125521537985,1.997546096642812,16.292863549400618,943.4937049914258,1.750907314018091,21
rastrigin,50,2,1.0,3.0,1.0,0.1,0.1,0.060879524499256356,0.005687497417305129,1.5572247051057362,25.96127895485437,1100.0435294603853,1.790149245166254,21
rastrigin,50,2,1.0,10.0,1.0,0.1,0.1,0.09867461353394817,0.013707285665084426,7.386327377387455,75.97118917354311,1006.9365618157344,1.7675427480707133,21
rastrigin,50,2,3.0,0.1,1.0,0.1,0.1,0.09514505798856872,0.01129261247426814,0.8715829047418776,9.28986364582544,1015.4478747022464,1.7696943602860389,21
rastrigin,50,2,3.0,0.5,1.0,0.1,0.1,0.07765654986024675,0.009731868635295996,0.7631722596429643,9.967242971845895,1058.5798997278714,1.7803278666768843,21
rastrigin,50,2,3.0,1.0,1.0,0.1,0.1,0.08231086551825498,0.012857368265627424,0.7077758401809704,8.763193488527593,1048.082787653964,1.7777804087460494,21
rastrigin,50,2,3.0,3.0,1.0,0.1,0.1,0.076397354575255,0.007450571259636419,1.1380655283019656,15.019240347098142,1060.5653977829427,1.7808068688170795,21
rastrigin,50,2,3.0,10.0,1.0,0.1,0.1,0.08206344532908452,0.00798513294855494,1.9886772547449385,24.3264405854455,1045.6259519595765,1.7771804952362167,21
rastrigin,50,2,10.0,0.1,1.0,0.1,0.1,0.11662947711689695,0.013536510226002663,1.5822823019254775,13.784868591400922,963.0400098785645,1.7561489154139729,21
rastrigin,50,2,10.0,0.5,1.0,0.1,0.1,0.11104165917994174,0.013885287140501733,1.1483160214764732,10.592849113772926,978.9879216764681,1.7603473434307155,21
rastrigin,50,2,10.0,1.0,1.0,0.1,0.1,0.0654830238176759,0.00607263009163205,0.8331317142361686,12.808768790758124,1087.3903597125402,1.7871919284533917,21
rastrigin,50,2,10.0,3.0,1.0,0.1,0.1,0.08290180448634879,0.01644975975958929,0.6799056285637475,8.475511914116348,1049.4499814721119,1.778113643269712,21
rastrigin,50,2,10.0,10.0,1.0,0.1,0.1,0.07913559923251084,0.010290445045805906,0.8552641208682742,11.017844699086108,1055.936609149334,1.7796887757534465,21
rastrigin,100,2,0.1,0.1,1.0,0.1,0.1,0.07430000184054023,0.010567701370921426,5.111748164608365,70.3266315797551,4273.141902323119,1.8153736575451098,21
rastrigin,100,2,0.1,0.5,1.0,0.1,0.1,0.08675860892345913,0.008979548492942819,20.643911915166036,240.5368213580581,4141.7566841279595,1.808592290899619,21
rastrigin,100,2,0.1,1.0,1.0,0.1,0.1,0.10558386211861823,0.005565519826271272,24.12440700190408,228.65113841803563,3944.9251305367134,1.7980193826442892,21
rastrigin,100,2,0.1,3.0,1.0,0.1,0.1,0.12894489923335944,0.007620416669702278,53.09767065445582,413.61690682834734,3716.2596649732322,1.7850530258477124,21
rastrigin,100,2,0.1,10.0,1.0,0.1,0.1,0.12125715209886685,0.004361251206291411,74.85371720223199,617.55657289323,3787.9051007174116,1.7891995449925666,21
rastrigin,100,2,0.5,0.1,1.0,0.1,0.1,0.08046027990947628,0.0098023924232515,1.1718750496705372,14.782748451689983,4207.26849036211,1.812000113883711,21
rastrigin,100,2,0.5,0.5,1.0,0.1,0.1,0.06868207689627971,0.00704200840383581,1.5276291483924502,22.60009746398177,4324.060813973451,1.8179458966401003,21
rastrigin,100,2,0.5,1.0,1.0,0.1,0.1,0.060077709718339666,0.0035270384634606437,2.4880075681777227,41.47448190845838,4400.111236188748,1.8217318278626755,21
rastrigin,100,2,0.5,3.0,1.0,0.1,0.1,0.0773846314002555,0.004408370570704486,13.262058351721082,171.99392579821856,4228.922865143506,1.8131148818796636,21
rastrigin,100,2,0.5,10.0,1.0,0.1,0.1,0.10167160041716047,0.005665242548964516,25.515976094064257,251.6701585655649,3986.134222686682,1.8002759591730448,21
rastrigin,100,2,1.0,0.1,1.0,0.1,0.1,0.08903037139904067,0.009430085491578479,1.4335319598515828,16.274019475903742,4119.128521399306,1.8074026713197664,21
rastrigin,100,2,1.0,0.5,1.0,0.1,0.1,0.07722890256824623,0.00766328581170961,1.2785900022302354,16.75450495238816,4236.867931422834,1.8135224633495357,21
rastrigin,100,2,1.0,1.0,1.0,0.1,0.1,0.058154550280659564,0.009634229448519232,1.091966847933474,19.449608430604385,4438.566153231527,1.8236213485359267,21
rastrigin,100,2,1.0,3.0,1.0,0.1,0.1,0.07959340821199548,0.010609154438567917,2.3370308648972284,30.318002809732917,4229.160680680795,1.8131270929171905,21
rastrigin,100,2,1.0,10.0,1.0,0.1,0.1,0.0725126616017224,0.0054078148619729986,8.885362681888399,123.247903234259,4279.065813801321,1.815674483081992,21
rastrigin,100,2,3.0,0.1,1.0,0.1,0.1,0.08321291282885285,0.007087857967854469,1.292242720013573,15.687709690182842,4176.270631255855,1.8103943170580163,21
rastrigin,100,2,3.0,0.5,1.0,0.1,0.1,0.07954204539894186,0.009447417304704449,1.3186691942669095,16.7645586590291,4213.418485337401,1.8123172981424416,21
rastrigin,100,2,3.0,1.0,1.0,0.1,0.1,0.07537536429264405,0.00791555046703752,1.2992005007607597,17.466039057544897,4256.156191749991,1.8145087786249876,21
rastrigin,100,2,3.0,3.0,1.0,0.1,0.1,0.07586423378107139,0.006058899269768133,1.281237156618209,17.022382415423415,4247.322069643246,1.814057597150097,21
rastrigin,100,2,3.0,10.0,1.0,0.1,0.1,0.05307109524536874,0.004994829863089914,1.8931709300904047,35.903474594667735,4472.705371426204,1.825285145511759,21
rastrigin,100,2,10.0,0.1,1.0,0.1,0.1,0.07728476468131334,0.009119418076747085,0.969712129661015,12.71159728829397,4237.1437611904075,1.8135365996701343,21
rastrigin,100,2,10.0,0.5,1.0,0.1,0.1,0.08812148534754227,0.009357258199229074,1.2656591279166085,14.588783802948829,4132.443701262623,1.808103472815931,21
rastrigin,100,2,10.0,1.0,1.0,0.1,0.1,0.09061529746280347,0.009126849943781623,1.2312109087194716,13.764493430398348,4105.516730459262,1.8066839131350252,21
rastrigin,100,2,10.0,3.0,1.0,0.1,0.1,0.06730182470255183,0.007364805980519544,1.045442173878352,15.75082286487827,4336.261868445289,1.8185577507627049,21
rastrigin,100,2,10.0,10.0,1.0,0.1,0.1,0.06061935958313276,0.003583063797193354,1.2551009172484988,20.767958746141215,4395.655137517209,1.8215118061900648,21
rastrigin,200,2,0.1,0.1,1.0,0.1,0.1,0.07812658697574887,0.008661992511814785,9.002523277487073,116.69951107631621,16914.289290689547,1.83754829887864,21
rastrigin,200,2,0.1,0.5,1.0,0.1,0.1,0.07219895556310726,0.006375506905152466,16.415038838273002,229.23534946885974,17135.688038287848,1.8400027618249069,21
rastrigin,200,2,0.1,1.0,1.0,0.1,0.1,0.07959130311817406,0.010471157985203585,32.78653030452274,418.0915368453827,16863.21990137315,1.8369775758434874,21
rastrigin,200,2,0.1,3.0,1.0,0.1,0.1,0.12836402319040977,0.004469559039520553,57.80969993557249,450.9712457576591,14872.426969178607,1.8132670381821612,21
rastrigin,200,2,0.1,10.0,1.0,0.1,0.1,0.13822251671482122,0.00495820230366543,74.16495954990387,537.1222826594096,14476.865924631018,1.8081791893650698,21
rastrigin,200,2,0.5,0.1,1.0,0.1,0.1,0.0644830193638273,0.010244843634001648,1.849400954587119,29.486047741157556,17491.151108725004,1.8438779154262066,21
rastrigin,200,2,0.5,0.5,1.0,0.1,0.1,0.061248463267564175,0.01181669413962698,1.8775546976498194,31.902901024984494,17645.913522184797,1.8455405425132565,21
rastrigin,200,2,0.5,1.0,1.0,0.1,0.1,0.06295317532300812,0.0026890573745924993,4.177262771697271,66.47961536302353,17486.590288534855,1.8438286952439638,21
rastrigin,200,2,0.5,3.0,1.0,0.1,0.1,0.07510669002560535,0.0058638794920095015,10.660942157109579,142.7441997205212,17012.574331431293,1.8386418446129382,21
rastrigin,200,2,0.5,10.0,1.0,0.1,0.1,0.08593734879605902,0.005076115578227925,24.306491619064694,283.6084696109445,16571.82429672732,1.8336876650808887,21
rastrigin,200,2,1.0,0.1,1.0,0.1,0.1,0.07681157256636138,0.011209408947434316,1.5074239742188227,20.0624097295486,16994.53057825125,1.8384415592165748,21
rastrigin,200,2,1.0,0.5,1.0,0.1,0.1,0.08295904139126817,0.008406206214902871,1.511251001130967,18.405179588398514,16715.596294244115,1.8353180452745907,21
rastrigin,200,2,1.0,1.0,1.0,0.1,0.1,0.05399165182398772,0.007258886046769556,1.2846990752787817,24.292926113683595,17884.653220831813,1.8480769619315311,21
rastrigin,200,2,1.0,3.0,1.0,0.1,0.1,0.050007150783502284,0.008339554785096402,1.8886872075852894,38.97875023283491,18061.828872087033,1.8499375198205226,21
rastrigin,200,2,1.0,10.0,1.0,0.1,0.1,0.07391618504385107,0.004892058798991306,9.371017336845398,127.38011139474652,17057.30596896561,1.8391374505106164,21
rastrigin,200,2,3.0,0.1,1.0,0.1,0.1,0.09434845998061674,0.008414945766563509,1.6521134603591192,17.673233283923157,16260.755609757041,1.8301111809020085,21
rastrigin,200,2,3.0,0.5,1.0,0.1,0.1,0.10170323485184334,0.005370569289182488,1.7224117801302956,16.990532777431902,15945.008193225976,1.8264102400479052,21
rastrigin,200,2,3.0,1.0,1.0,0.1,0.1,0.0876464338377189,0.00747497718798855,1.600134395417713,18.38601266726205,16518.80062441837,1.833082801783849,21
rastrigin,200,2,3.0,3.0,1.0,0.1,0.1,0.09041972561929507,0.012105161123721132,1.714294819604783,19.381593634941797,16462.014730276474,1.8324328643722738,21
rastrigin,200,2,3.0,10.0,1.0,0.1,0.1,0.050079674242690914,0.005323307223752805,1.6848812160037814,34.09870811550011,18023.524867514978,1.8495368326809238,21
rastrigin,200,2,10.0,0.1,1.0,0.1,0.1,0.08050129602511694,0.007911428125906422,1.6457411731992448,20.650455807394206,16812.193999882635,1.8364056099884574,21
rastrigin,200,2,10.0,0.5,1.0,0.1,0.1,0.08090703726286944,0.005859929346241157,1.6139628745260692,20.04498879724768,16779.31897922003,1.8360361829870036,21
rastrigin,200,2,10.0,1.0,1.0,0.1,0.1,0.0745932950758433,0.006023815507559704,1.533228031226567,20.69247841583147,17036.163575159717,1.8389033647261428,21
rastrigin,200,2,10.0,3.0,1.0,0.1,0.1,0.08147128861191796,0.00708479349394162,1.4133424077715193,17.51768055569381,16772.763601258528,1.835962431583892,21
rastrigin,200,2,10.0,10.0,1.0,0.1,0.1,0.07535518343030423,0.007882732382273048,1.504550746509007,20.284993562288925,17033.17481094781,1.8388702500903824,21
